Z,H,temp,temp_ratio,pressure,pressure_ratio,density,density_ratio,c,g
415000.0000000000000000000,389600.0000000000000000000,996.7740000000000000000,3.4592000000000000000,0.0000011319000000000,0.0000000000111710000,0.0000000000021543000,0.0000000000017586000,632.9100000000000000000,8.6415000000000000000
420000.0000000000000000000,394000.0000000000000000000,997.0390000000000000000,3.4601000000000000000,0.0000010428000000000,0.0000000000102920000,0.0000000000019752000,0.0000000000016124000,633.0000000000000000000,8.6288000000000000000
425000.0000000000000000000,398400.0000000000000000000,997.2820000000000000000,3.4610000000000000000,0.0000009611900000000,0.0000000000094862000,0.0000000000018118000,0.0000000000014790000,633.0700000000000000000,8.6160000000000000000
430000.0000000000000000000,402800.0000000000000000000,997.5050000000000000000,3.4618000000000000000,0.0000008864200000000,0.0000000000087483000,0.0000000000016626000,0.0000000000013573000,633.1400000000000000000,8.6033000000000000000
435000.0000000000000000000,407100.0000000000000000000,997.7090000000000000000,3.4625000000000000000,0.0000008178900000000,0.0000000000080719000,0.0000000000015265000,0.0000000000012461000,633.2100000000000000000,8.5907000000000000000
440000.0000000000000000000,411500.0000000000000000000,997.8960000000000000000,3.4631000000000000000,0.0000007550500000000,0.0000000000074518000,0.0000000000014020000,0.0000000000011445000,633.2700000000000000000,8.5780000000000000000
445000.0000000000000000000,415900.0000000000000000000,998.0670000000000000000,3.4637000000000000000,0.0000006974100000000,0.0000000000068829000,0.0000000000012883000,0.0000000000010517000,633.3200000000000000000,8.5654000000000000000
450000.0000000000000000000,420300.0000000000000000000,998.2250000000000000000,3.4643000000000000000,0.0000006445200000000,0.0000000000063609000,0.0000000000011843000,0.0000000000009667600,633.3700000000000000000,8.5529000000000000000
455000.0000000000000000000,424600.0000000000000000000,998.3690000000000000000,3.4648000000000000000,0.0000005959700000000,0.0000000000058818000,0.0000000000010891000,0.0000000000008890700,633.4200000000000000000,8.5403000000000000000
460000.0000000000000000000,429000.0000000000000000000,998.5020000000000000000,3.4652000000000000000,0.0000005513900000000,0.0000000000054418000,0.0000000000010020000,0.0000000000008179600,633.4600000000000000000,8.5278000000000000000
465000.0000000000000000000,433300.0000000000000000000,998.6230000000000000000,3.4656000000000000000,0.0000005104300000000,0.0000000000050376000,0.0000000000009222200,0.0000000000007528400,633.5000000000000000000,8.5153000000000000000
470000.0000000000000000000,437600.0000000000000000000,998.7350000000000000000,3.4660000000000000000,0.0000004727900000000,0.0000000000046661000,0.0000000000008491300,0.0000000000006931700,633.5300000000000000000,8.5028000000000000000
475000.0000000000000000000,442000.0000000000000000000,998.8370000000000000000,3.4664000000000000000,0.0000004381800000000,0.0000000000043245000,0.0000000000007821400,0.0000000000006384800,633.5700000000000000000,8.4904000000000000000
480000.0000000000000000000,446300.0000000000000000000,998.9310000000000000000,3.4667000000000000000,0.0000004063400000000,0.0000000000040103000,0.0000000000007207000,0.0000000000005883300,633.6000000000000000000,8.4780000000000000000
485000.0000000000000000000,450600.0000000000000000000,999.0170000000000000000,3.4670000000000000000,0.0000003770500000000,0.0000000000037212000,0.0000000000006643400,0.0000000000005423200,633.6200000000000000000,8.4656000000000000000
490000.0000000000000000000,454900.0000000000000000000,999.0960000000000000000,3.4673000000000000000,0.0000003500800000000,0.0000000000034550000,0.0000000000006126100,0.0000000000005000900,633.6500000000000000000,8.4532000000000000000
495000.0000000000000000000,459200.0000000000000000000,999.1690000000000000000,3.4675000000000000000,0.0000003252400000000,0.0000000000032099000,0.0000000000005651100,0.0000000000004613200,633.6700000000000000000,8.4409000000000000000
500000.0000000000000000000,463500.0000000000000000000,999.2360000000000000000,3.4678000000000000000,0.0000003023500000000,0.0000000000029840000,0.0000000000005214800,0.0000000000004257000,633.6900000000000000000,8.4286000000000000000
505000.0000000000000000000,467800.0000000000000000000,999.2970000000000000000,3.4680000000000000000,0.0000002812600000000,0.0000000000027758000,0.0000000000004813900,0.0000000000003929700,633.7100000000000000000,8.4163000000000000000
510000.0000000000000000000,472100.0000000000000000000,999.3530000000000000000,3.4682000000000000000,0.0000002618000000000,0.0000000000025838000,0.0000000000004445400,0.0000000000003628900,633.7300000000000000000,8.4040000000000000000
515000.0000000000000000000,476400.0000000000000000000,999.4050000000000000000,3.4683000000000000000,0.0000002438600000000,0.0000000000024067000,0.0000000000004106500,0.0000000000003352300,633.7500000000000000000,8.3918000000000000000
520000.0000000000000000000,480700.0000000000000000000,999.4520000000000000000,3.4685000000000000000,0.0000002273000000000,0.0000000000022433000,0.0000000000003794900,0.0000000000003097900,633.7600000000000000000,8.3796000000000000000
525000.0000000000000000000,484900.0000000000000000000,999.4960000000000000000,3.4687000000000000000,0.0000002120200000000,0.0000000000020924000,0.0000000000003508300,0.0000000000002863900,633.7800000000000000000,8.3675000000000000000
530000.0000000000000000000,489200.0000000000000000000,999.5360000000000000000,3.4688000000000000000,0.0000001979000000000,0.0000000000019531000,0.0000000000003244600,0.0000000000002648700,633.7900000000000000000,8.3553000000000000000
535000.0000000000000000000,493500.0000000000000000000,999.5730000000000000000,3.4689000000000000000,0.0000001848600000000,0.0000000000018245000,0.0000000000003001900,0.0000000000002450500,633.8000000000000000000,8.3432000000000000000
540000.0000000000000000000,497700.0000000000000000000,999.6070000000000000000,3.4691000000000000000,0.0000001728100000000,0.0000000000017055000,0.0000000000002778500,0.0000000000002268100,633.8100000000000000000,8.3311000000000000000
545000.0000000000000000000,502000.0000000000000000000,999.6380000000000000000,3.4692000000000000000,0.0000001616800000000,0.0000000000015956000,0.0000000000002572700,0.0000000000002100200,633.8200000000000000000,8.3190000000000000000
550000.0000000000000000000,506200.0000000000000000000,999.6670000000000000000,3.4693000000000000000,0.0000001513700000000,0.0000000000014939000,0.0000000000002383200,0.0000000000001945500,633.8300000000000000000,8.3070000000000000000
